path	outcome	solver_names	models	engines	relations	ms	detail
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_ES/STREU_import_grouped_ES.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_ES/STREU_import_simples_cat_search_ES.xlsx	ok	0	0			8	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_ES/STREU_import_simples_not_visible_ES.xlsx	ok	0	0			1387	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_FR/STREU_import_configurables_FR.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_FR/STREU_import_grouped_FR.xlsx	ok	0	0			6	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_FR/STREU_import_simples_cat_search_FR.xlsx	ok	0	0			7	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_FR/STREU_import_simples_not_visible_FR.xlsx	ok	0	0			1439	
Career/Hotels at Home/3. HaH EU/Product Files/STREU/STREU_Grouped Creation Template.xlsx	ok	0	0			18	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_DE/SWIEU_import_grouped_DE.xlsx	ok	0	0			1581	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_DE/SWIEU_import_kit_configurable_DE.xlsx	ok	0	0			18	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_DE/SWIEU_import_simples_cat_search_DE.xlsx	ok	0	0			685	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_DE/SWIEU_import_simples_not_visible_DE.xlsx	ok	0	0			15	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_EN/SWIEU_import_complet_EN.xlsx	ok	0	0			1312	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_EN/SWIEU_import_grouped_EN.xlsx	ok	0	0			1379	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_EN/SWIEU_import_kit_configurable_EN.xlsx	ok	0	0			10	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_EN/SWIEU_import_simples_cat_search_EN.xlsx	ok	0	0			1325	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_EN/SWIEU_import_simples_not_visible_EN.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_EN/SWIEU_import_upsells.xlsx	ok	0	0			1221	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_ES/SWIEU_import_grouped_ES.xlsx	ok	0	0			1429	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_ES/SWIEU_import_kit_configurable_ES.xlsx	ok	0	0			8	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_ES/SWIEU_import_simples_cat_search_ES.xlsx	ok	0	0			1397	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_ES/SWIEU_import_simples_not_visible_ES.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_FR/SWIEU_import_grouped_FR.xlsx	ok	0	0			1165	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_FR/SWIEU_import_kit_configurable_FR.xlsx	ok	0	0			12	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_FR/SWIEU_import_simples_cat_search_FR.xlsx	ok	0	0			1318	
Career/Hotels at Home/3. HaH EU/Product Files/SWIEU/SWIEU_FR/SWIEU_import_simples_not_visible_FR.xlsx	ok	0	0			1486	
Career/Hotels at Home/3. HaH EU/Product Files/THA/Images/THA_import_product_image.xlsx	ok	0	0			1571	
Career/Hotels at Home/3. HaH EU/Product Files/THA/THA_import_default.xlsx	ok	0	0			1425	
Career/Hotels at Home/3. HaH EU/Product Files/Test Order Summary.xlsx	ok	0	0			1858	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/Grouped Template Creation.xlsx	ok	0	0			1317	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_EN/WHEU_import_grouped_EN.xlsx	ok	0	0			5	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_EN/WHEU_import_kit_configurable_EN.xlsx	ok	0	0			1405	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_EN/WHEU_import_related_skus.xlsx	ok	0	0			1294	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_EN/WHEU_import_simples_cat_search_EN.xlsx	ok	0	0			32	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_EN/WHEU_import_simples_not_visible_EN.xlsx	ok	0	0			27	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_EN/WHEU_import_upsells.xlsx	ok	0	0			1351	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_ES/WHEU_import_grouped_ES.xlsx	ok	0	0			4	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_ES/WHEU_import_kit_configurable_ES.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_ES/WHEU_import_simples_cat_search_ES.xlsx	ok	0	0			16	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_ES/WHEU_import_simples_not_visible_ES.xlsx	ok	0	0			1287	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_FR/WHEU_import_grouped_FR.xlsx	ok	0	0			3	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_FR/WHEU_import_kit_configurable_FR.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_FR/WHEU_import_simples_cat_search_FR.xlsx	ok	0	0			14	
Career/Hotels at Home/3. HaH EU/Product Files/WHEU/WHEU_FR/WHEU_import_simples_not_visible_FR.xlsx	ok	0	0			1382	
Career/Hotels at Home/3. HaH EU/Site Users.xlsx	ok	0	0			64	
Career/Hotels at Home/3. HaH EU/Tickets for Review.xlsx	ok	0	0			57	
Career/Hotels at Home/3. HaH EU/Timeline/Hotels at Home - Timeline & Estimation.xlsx	ok	0	0			523	
Career/Hotels at Home/5. eCommerce/Google Analytics 4/Custom Definitions.xlsx	ok	0	0			58	
Career/Hotels at Home/5. eCommerce/Project Date Calculator.xlsx	ok	0	0			53	
Career/Hotels at Home/5. eCommerce/Promo Calendars/SH-SHEU.xlsx	ok	0	0			1421	
Career/Hotels at Home/5. eCommerce/SiteList.xlsx	ok	0	0			68	
Career/Hotels at Home/Web App/Agencies Updated.xlsx	ok	0	0			65	
Career/Hulu/Administrative/Interactions.xlsx	ok	0	0			9	
Career/Hulu/BBC | ITV | Freemantle/BBC Deal.xlsx	ok	0	0			1523	
Career/Hulu/BBC | ITV | Freemantle/Best of British TV.xlsx	ok	0	0			1317	
Career/Hulu/Banff/Banff Festival Opportunities.xlsx	ok	0	0			1373	
Career/Hulu/Current Projects.xlsx	ok	0	0			14	
Career/Hulu/Exclusives/New Show Worksheet.xlsx	ok	0	0			1498	
Career/Hulu/Exclusives/PlusUsersSeriesEpisodesLifetime.xlsx	ok	0	0			86	
Career/Hulu/Exclusives/Segmentation Data/CategoryWithTop5SeriesCombo.xlsx	ok	0	0			9188	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory1.xlsx	ok	0	0			4613	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory2.xlsx	ok	0	0			6102	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory3.xlsx	ok	0	0			5412	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory4.xlsx	ok	0	0			3326	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory5.xlsx	ok	0	0			5080	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory6.xlsx	ok	0	0			16857	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory7.xlsx	ok	0	0			2112	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory8.xlsx	ok	0	0			4677	
Career/Hulu/Exclusives/Segmentation Data/TopSeriesCategory9.xlsx	ok	0	0			9858	
Career/Hulu/Film Strategy/Film Strategy expanded.xlsx	ok	0	0			3509	
Career/Hulu/Film Strategy/Film Strategy.xlsx	ok	0	0			42	
Career/Hulu/Film Strategy/Slides.xlsx	ok	0	0			2	
Career/Hulu/Financial Performance/Show Financial Data/Being Human UK.xlsx	ok	0	0			1527	
Career/Hulu/Financial Performance/Show Financial Data/Endgame.xlsx	ok	0	0			20	
Career/Hulu/Financial Performance/Show Financial Data/Misfits.xlsx	ok	0	0			24	
Career/Hulu/Financial Performance/Show Financial Data/Mongrels.xlsx	ok	0	0			1280	
Career/Hulu/Financial Performance/Show Financial Data/Single Handed.xlsx	ok	0	0			1104	
Career/Hulu/Financial Performance/Show Financial Data/Skins UK.xlsx	ok	0	0			36	
Career/Hulu/Financial Performance/Show Financial Data/Spy.xlsx	ok	0	0			1424	
Career/Hulu/Financial Performance/Show Financial Data/TOWIE.xlsx	ok	0	0			1238	
Career/Hulu/Financial Performance/Show Financial Data/The Booth.xlsx	ok	0	0			19	
Career/Hulu/Financial Performance/Show Financial Data/Tracey Ullman State of the Union.xlsx	ok	0	0			27	
Career/Hulu/Financial Performance/Show Financial Data/Tracy Takes On.xlsx	ok	0	0			1241	
Career/Hulu/Financial Performance/Show Financial Data/Whites.xlsx	ok	0	0			1418	
Career/Hulu/Financial Performance/Show Financial Performance 060412.xlsx	ok	0	0			1777	
Career/Hulu/Foundational/Misfits v Mongrels.xlsx	ok	0	0			2050	
Career/Hulu/Foundational/Report-1.xlsx	ok	0	0			6366	
Career/Hulu/Foundational/Report.xlsx	ok	0	0			1238	
Career/Hulu/Foundational/Show Revenue Model.xlsx	ok	0	0			500	
Career/Hulu/Foundational/Summer Slate.xlsx	ok	0	0			9	
Career/Hulu/Mail/Content Segmentation/Top Series Cluster Analysis - LH 5-28-12.xlsx	ok	0	0			184	
Career/Hulu/Mail/Exclusives/Exclusives Financials 8-6-12.xlsx	ok	0	0			1983	
Career/Hulu/Mail/Exclusives/PlusUsersSeriesEpisodesLifetime.xlsx	ok	0	0			85	
Career/Hulu/Mail/Originals RFP/RFP Candidate List.xlsx	ok	0	0			1352	
Career/Hulu/New Show Evaluation/New Show Worksheet.xlsx	ok	0	0			1356	
Career/Hulu/News Vertical/11-where-tablet-users-get-their-news.xlsx	ok	0	0			1382	
Career/Hulu/News Vertical/Data/1-Local-2012-Data-Local-News-Viewership-Recovers-Somewhat-in-Key-Time-Slots.xlsx	ok	0	0			1243	
Career/Hulu/News Vertical/Data/10-Local-2012-Data-Political-Ad-Spending-on-Local-TV-Drops-Sharply.xlsx	ok	0	0			1252	
Career/Hulu/News Vertical/Data/16-Local-2012-Data-News-Provides-More-Revenue-to-Local-TV-.xlsx	ok	0	0			1579	
Career/Hulu/News Vertical/Data/24-Local-2012-Data-Amount-of-Local-TV-News-per-Weekday-Sets-New-Record.xlsx	ok	0	0			1156	
Career/Hulu/News Vertical/Data/3-Local-2012-Essay-Local-Broadcast-TV-Advertising-Revenue-Decline-in-2011.xlsx	ok	0	0			1347	
Career/Hulu/News Vertical/Data/8-Local-2012-Essay-More-Large-Market-Newsrooms-Relying-on-Solo-Journalists.xlsx	ok	0	0			1328	
Career/Hulu/News Vertical/Data/Cable Revenues.xlsx	ok	0	0			1243	
Career/Hulu/News Vertical/Election Page Playlists.xlsx	ok	0	0			1411	
Career/Hulu/News Vertical/News 2.0 exhibits.xlsx	ok	0	0			15	
Career/Hulu/News Vertical/News Economics - Scenario Analysis.xlsx	ok	0	0			1362	
Career/Hulu/News Vertical/News Vertical/11-where-tablet-users-get-their-news.xlsx	ok	0	0			1079	
Career/Hulu/News Vertical/News Vertical/Data/1-Local-2012-Data-Local-News-Viewership-Recovers-Somewhat-in-Key-Time-Slots.xlsx	ok	0	0			1208	
Career/Hulu/News Vertical/News Vertical/Data/10-Local-2012-Data-Political-Ad-Spending-on-Local-TV-Drops-Sharply.xlsx	ok	0	0			1005	
Career/Hulu/News Vertical/News Vertical/Data/16-Local-2012-Data-News-Provides-More-Revenue-to-Local-TV-.xlsx	ok	0	0			1203	
Career/Hulu/News Vertical/News Vertical/Data/24-Local-2012-Data-Amount-of-Local-TV-News-per-Weekday-Sets-New-Record.xlsx	ok	0	0			2290	
Career/Hulu/News Vertical/News Vertical/Data/3-Local-2012-Essay-Local-Broadcast-TV-Advertising-Revenue-Decline-in-2011.xlsx	ok	0	0			2	
Career/Hulu/News Vertical/News Vertical/Data/8-Local-2012-Essay-More-Large-Market-Newsrooms-Relying-on-Solo-Journalists.xlsx	ok	0	0			3	
Career/Hulu/News Vertical/News Vertical/Data/Cable Revenues.xlsx	ok	0	0			1604	
Career/Hulu/News Vertical/News Vertical/Election Page Playlists.xlsx	ok	0	0			1513	
Career/Hulu/News Vertical/News Vertical/News 2.0 exhibits.xlsx	ok	0	0			11	
Career/Hulu/News Vertical/News Vertical/News Economics - Scenario Analysis.xlsx	ok	0	0			60	
Career/Hulu/News Vertical/News Vertical/Originals/MISFITS - BOOTH views projection_v2.xlsx	ok	0	0			27	
Career/Hulu/News Vertical/News Vertical/Originals/Originals TV Model v6.xlsx	ok	0	0			2763	
Career/Hulu/News Vertical/News Vertical/Originals/YEAR 1-2 ORIGINALS BUDGET June 29 2011_v9.xlsx	ok	0	0			1260	
Career/Hulu/News Vertical/News Vertical/Top 10 Movies.xlsx	ok	0	0			8	
Career/Hulu/News Vertical/News Vertical/Top 30 Citations.xlsx	ok	0	0			10	
Career/Hulu/News Vertical/News Vertical/news numbers.xlsx	ok	0	0			5554	
Career/Hulu/News Vertical/Originals/MISFITS - BOOTH views projection_v2.xlsx	ok	0	0			1225	
Career/Hulu/News Vertical/Originals/Originals TV Model v6.xlsx	ok	0	0			4021	
Career/Hulu/News Vertical/Originals/YEAR 1-2 ORIGINALS BUDGET June 29 2011_v9.xlsx	ok	0	0			41	
Career/Hulu/News Vertical/Top 10 Movies.xlsx	ok	0	0			1399	
Career/Hulu/News Vertical/Top 30 Citations.xlsx	ok	0	0			1155	
Career/Hulu/News Vertical/news numbers.xlsx	ok	0	0			24	
Career/Hulu/Nick Shows/Go Diego Go.xlsx	ok	0	0			14	
Career/Hulu/Nick Shows/Nick Live Action Audit.xlsx	ok	0	0			23	
Career/Hulu/Originals RFP/Master List.xlsx	ok	0	0			1202	
Career/Hulu/Originals RFP/RFP Candidate List.xlsx	ok	0	0			10	
Career/Hulu/Project Staedtler/Administrative/Project Staedtler Workplan.xlsx	ok	2	1	grgNonlinear		1117	
Career/Hulu/Project Staedtler/Consumer Focused Strategy Options.xlsx	ok	0	0			10	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/AppleTV Unit Sales.xlsx	ok	0	0			1289	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/Project Staedtler Exhibits.xlsx	ok	0	0			1295	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/Subscribers Required 060512.xlsx	ok	0	0			1912	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/Subscribers Required 061112.xlsx	ok	0	0			1872	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/Subscribers Required 061312.xlsx	ok	0	0			2096	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/Subscribers Required 061412.xlsx	ok	0	0			497	
Career/Hulu/Project Staedtler/Presentation/Resources/Exhibits/Subscribers Required.xlsx	ok	0	0			188	
Career/Hulu/Project Staedtler/Research/Mobile App Research/228221_forecast.xlsx	ok	0	0			20	
Career/Hulu/Ugly Americans/American Dad.xlsx	ok	0	0			7707	
Career/Hulu/Ugly Americans/Archer.xlsx	ok	0	0			301	
Career/Hulu/Ugly Americans/Beavis and Butthead.xlsx	ok	0	0			360	
Career/Hulu/Ugly Americans/Bob's Burgers.xlsx	ok	0	0			1929	
Career/Hulu/Ugly Americans/Drawn Together.xlsx	ok	0	0			387	
Career/Hulu/Ugly Americans/Key & Peele.xlsx	ok	0	0			49	
Career/Hulu/Ugly Americans/Show Performance Comparison.xlsx	ok	0	0			52	
Career/Hulu/Ugly Americans/South Park.xlsx	ok	0	0			7719	
Career/Hulu/Ugly Americans/Teen Wolf.xlsx	ok	0	0			43	
Career/Hulu/Ugly Americans/The Cleveland Show.xlsx	ok	0	0			2390	
Career/Hulu/Ugly Americans/Tosh0.xlsx	ok	0	0			1433	
Career/Hulu/Ugly Americans/Ugly Americans.xlsx	ok	0	0			1479	
Career/Hulu/Ugly Americans/Workaholics.xlsx	ok	0	0			23	
Career/Hulu/Viacom/Viacom.xlsx	ok	0	0			20	
Computer/Admin/Generation 1 Transformers (Cliffjumper.local's conflicted copy 2019-07-06).xlsx	ok	0	0			1104	
Computer/Admin/Generation 1 Transformers.xlsx	ok	0	0			1283	
Computer/Backup/Airport configurations/Wireless Settings.xlsx	ok	0	0			1272	
Computer/Backup/Computing/Networking/Work/Users and IT Links.xlsx	ok	0	0			1346	
Computer/Backup/Serials/Wireless Settings.xlsx	ok	0	0			1554	
Current/Career/Search/GoldmanSachs_USStrategicMACandidates_Aug_28_2017.xlsx	ok	0	0			1392	
Current/Career/Search/MacAndrews & Forbes/MacAndrews and Forbes Properties.xlsx	ok	0	0			1640	
Current/Career/Search/Meta/Meta Interview Frameworks.xlsx	ok	0	0			1269	
Current/Career/Search/Meta/Meta/Post HAH/App Hunt.xlsx	ok	0	0			5317	
Current/Career/Search/Meta/Meta/Post HAH/Budget.xlsx	ok	0	0			1747	
Current/Career/Search/Meta/Meta/Post HAH/Hah Details/HAH Downloads/EU - Magento 2 Features For iCube.xlsx	ok	0	0			1749	
Current/Career/Search/Meta/Meta/Post HAH/Hah Details/HAH Downloads/HAH EU Cheat Sheet.xlsx	ok	0	0			1154	
Current/Career/Search/Meta/Meta/Post HAH/Hah Details/HAH Downloads/delivery-hotelsathome-develop-upgrade-2.4.6/app/code/Firebear/ImportExport/Test/Integration/_files/xlsx/products_all_types.xlsx	ok	0	0			1256	
Current/Career/Search/Meta/Meta/Post HAH/Hah Details/SKU Count.xlsx	ok	0	0			1309	
Current/Career/Search/Meta/Meta/Post HAH/Interview Prep/PM Questions.xlsx	ok	0	0			1404	
Current/Career/Search/Meta/Meta/Post HAH/delivery-hotelsathome-develop-upgrade-2.4.6/app/code/Firebear/ImportExport/Test/Integration/_files/xlsx/products_all_types.xlsx	ok	0	0			1023	
Current/Career/Search/Meta/Product Sense Interview Framework.xlsx	ok	0	0			1255	
Current/Career/Search/NBCU Weekly Open Req Report 12.11.17.xlsx	ok	0	0			1390	
Current/Career/Search/Search Spreadsheet.xlsx	ok	0	0			1278	
Current/General/AdHoc/KEXP DJs/KEXP DJs.xlsx	ok	0	0			1359	
Current/General/AdHoc/Optimization/Optimization.xlsx	ok	113	4	grgNonlinear,grgNonlinear,grgNonlinear,grgNonlinear	1,2,4	1244	
Current/General/AdHoc/Predictive Modelling for Football Analytics/Chapter 3/Table3-2/Table3-2.xlsx	ok	0	0			1363	
Current/General/Working Templates/Financial.xlsx	ok	0	0			1246	
Current/General/Working Templates/Meeting Agenda Template (Cliffjumper.local's conflicted copy 2019-07-06).xlsx	ok	0	0			1358	
Current/General/Working Templates/Meeting Agenda Template.xlsx	ok	0	0			1312	
Current/Home/2312 Godfrey Road, 05043/Renovation/Room Details.xlsx	ok	0	0			1578	
Current/Home/2312 Godfrey Road, 05043/VT Renovation/Items Purnells need to choose.xlsx	ok	0	0			961	
Current/Trips/Rosé Club Meeting Expenditures.xlsx	ok	0	0			1612	
Current/Tuck Club of New York/Fall Fling Pricing.xlsx	ok	0	0			1314	
Current/Tuck Club of New York/Spring Splash Budget.xlsx	ok	0	0			1102	
Current/Winetaster 4/LWINdatabase.xlsx	ok	0	0			37304	
Entertainment/3-D/General/Kids/Brio/BOM_Brio Electric Train Mod Pack_20260520.xlsx	ok	0	0			1435	
Entertainment/Data/Houseplants.xlsx	ok	32	1	grgNonlinear	1,4	1166	
Entertainment/Data/NBA Valuations.xlsx	ok	0	0			1240	
Entertainment/Print/Pitchfork Top Albums of the 80s.xlsx	ok	0	0			1260	
Entertainment/Print/Research_The literal translation of country names.xlsx	ok	0	0			1208	
Family/Kids/Henry/Academic/0. General Education/Number Wall.xlsx	ok	0	0			1274	
Family/Kids/Henry/Academic/1. Explore + Discover/E+D Parents.xlsx	ok	0	0			1187	
Family/Kids/Henry/Henry Feeding Tracker.xlsx	ok	0	0			1255	
Family/Kids/Henry/Medical/Pediatrician Visits/Henry Vitals.xlsx	ok	0	0			1313	
Family/Kids/Henry/Potential Names.xlsx	ok	0	0			1324	
Family/Kids/Henry/Sleep Training.xlsx	ok	0	0			1348	
Family/TBD/names.xlsx	ok	0	0			1390	
Personal/Employment/Applications/Axar Capital Management LP/Pitchbook & Culture Deck/Wy Now.xlsx	ok	0	0			15545	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Board Package/Required Checks for Closing.xlsx	ok	0	0			1461	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Design/Bathroom Renovation/Bathroom Renovation.xlsx	ok	0	0			63	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Design/Bathroom Renovation/Book3 2.xlsx	ok	0	0			1016	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Finance/2020 Mortgage Refinancing/Required Documents/2020 1099 P&L – Justin/2020 1099 P&L.xlsx	ok	0	0			1055	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Finance/Appraisal/b1_condo_comp_d012317.xlsx	ok	0	0			2187	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Search/Worksheets/Apartment Hunt.xlsx	ok	0	0			51	
Personal/Home/2018 - 312 E. 23rd St #2B 10010/Search/Worksheets/Apartment Worksheet.xlsx	ok	0	0			1440	
Personal/Home/2018 312 E. 23rd St #2B 10010/Board Package/Required Checks for Closing.xlsx	ok	0	0			1115	
Personal/Home/2018 312 E. 23rd St #2B 10010/Design/Bathroom Renovation/Bathroom Renovation.xlsx	ok	0	0			1310	
Personal/Home/2018 312 E. 23rd St #2B 10010/Design/Bathroom Renovation/Book3 2.xlsx	ok	0	0			5	
Personal/Home/2018 312 E. 23rd St #2B 10010/Finance/2020 Mortgage Refinancing/Required Documents/2020 1099 P&L – Justin/2020 1099 P&L.xlsx	ok	0	0			57	
Personal/Home/2018 312 E. 23rd St #2B 10010/Finance/Appraisal/b1_condo_comp_d012317.xlsx	ok	0	0			1024	
Personal/Home/2018 312 E. 23rd St #2B 10010/Search/Worksheets/Apartment Hunt.xlsx	ok	0	0			52	
Personal/Home/2018 312 E. 23rd St #2B 10010/Search/Worksheets/Apartment Worksheet.xlsx	ok	0	0			3	
Personal/Home/2022 - 108 E. 81st St #3B 10028/Packed Boxes List.xlsx	ok	0	0			57	
Personal/Home/2022 - 108 E. 81st St #3B 10028/Rent Increase Calculator.xlsx	ok	0	0			90	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Design/2312 Godfrey Road_2023 projects.xlsx	ok	0	0			8	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Design/Renovation/Budget/Initial Estimate/Renovation Decision Tool v2.xlsx	ok	0	0			68	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Design/Renovation/Budget/Initial Estimate/Renovation Decision Tool.xlsx	ok	0	0			66	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Financing/Mortgage Calculator.xlsx	ok	0	0			150	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Insurance/2023 Flood Pics/Renovation Recovery.xlsx	ok	0	0			1296	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Listing/Zillow/zillow-properties-for-sale-2022-11-28_09_12_44.xlsx	ok	0	0			5	
Personal/Home/2023 - 2312 Godfrey Road, 05043/Maintenance/House Manuals.xlsx	ok	0	0			96	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Bedroom_Negotiation_Model copy.xlsx	ok	0	0			1457	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Bedroom_Negotiation_Model.xlsx	ok	0	0			12	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Negotiation_Model_v2.xlsx	ok	0	0			26	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Negotiation_Model_v3.xlsx	ok	0	0			35	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Negotiation_Model_v4.xlsx	ok	0	0			32	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Negotiation_Model_v5.xlsx	ok	0	0			1261	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Negotiation_Model_v6 copy.xlsx	ok	0	0			83	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/Negotiation_Model_v6.xlsx	ok	0	0			86	
Personal/Home/2026 - 19 Coprock Road, 10591/04. Negotiation/Model/model 2.xlsx	ok	0	0			59	
Personal/Home/2026 - 19 Coprock Road, 10591/06. Renovation/Magnets.xlsx	ok	0	0			1167	
Personal/Home/2026 - 19 Coprock Road, 10591/06. Renovation/Renovation Planner_v3.xlsx	ok	0	0			5	
Personal/Home/2026 - 19 Coprock Road, 10591/06. Renovation/Renovation Workbook.xlsx	ok	0	0			60	
Personal/Home/2026 - 19 Coprock Road, 10591/06. Renovation/SOW.xlsx	ok	0	0			4	
Personal/Home/2026 - 19 Coprock Road, 10591/09. Move/Packing List.xlsx	ok	0	0			61	
Personal/Home/2026 - 19 Coprock Road, 10591/19 Coprock Road/Renovation Planner_v4.xlsx	ok	0	0			5	
Personal/Home/Correspondence/Holiday Card List.xlsx	ok	0	0			2	
Personal/Home/Emergency Planning/Emergency Check List.xlsx	ok	0	0			1247	
Personal/Home/Emergency Planning/Survival Kit Content List.xlsx	ok	0	0			3	
Personal/Home/Expiration Date Cheat Spreadsheet.xlsx	ok	0	0			53	
Personal/Home/House Expenses 2.0.xlsx	ok	0	0			746	
Personal/Medical/Pfizer Reaction.xlsx	ok	0	0			62	
Personal/Quantification/Quanitifed Self.xlsx	ok	0	0			4923	
Personal/Quantification/Social Media/Twitter/every wint (@dril) tweet.xlsx	ok	0	0			1870	
Personal/Standard Info/Interview Prep/Interview Story Points.xlsx	ok	0	0			1599	
Personal/Transportation/Land Rover Range Rover HSE TD6/SALGS2KF9GA296784 – NY/Claim #32k186238 - Justin Purnell/Claim #32k186238 - Justin Purnell.xlsx	ok	0	0			14342	
Personal/Wine in Storage.xlsx	ok	0	0			2827	
Personal/node_modules/npm/node_modules/tar/node_modules/minipass/minipass-benchmarks.xlsx	ok	0	0			1706	
Princeton/Alumni Council/CAC/Class Officer Survey/Princeton Class Officer Survey (Responses).xlsx	ok	0	0			1185	
Princeton/Alumni Council/CAC/Traditions Working Group/Off-Year Traditions/Off-Year Activities by Class.xlsx	ok	0	0			1183	
Princeton/Annual Giving/Special Gifts 2015/PurnellJ–2000 Special Gifts Assignment Worksheet.xlsx	ok	0	0			1503	
Princeton/Class of 2000/Class Info/2000 contact list (active classmates).xlsx	ok	0	0			2149	
Princeton/Class of 2000/Class Info/Centrality/Centrality.xlsx	ok	0	0			1404	
Princeton/Class of 2000/Class Info/Class Creators/Class Authors.xlsx	ok	0	0			1520	
Princeton/Class of 2000/Class Info/Classify Clubs.xlsx	ok	0	0			1255	
Princeton/Class of 2000/Class Info/Princeton 2000/Topics__Following_export_2023-02-08.xlsx	ok	0	0			1229	
Princeton/Class of 2000/Class Info/Raw Data/ClassOf2000.xlsx	ok	0	0			2705	
Princeton/Class of 2000/Class Info/Yearbook/yearbook_list.xlsx	ok	0	0			1311	
